TEXT	TIME
呼家楼割肉3亿离场上海凤凰，4万股民陪呼总失眠，明天怎么走？	12-27
中百集団以一己之力把整个零售食品大消费板块甚至大a的情绪都带动起来了。跨年妖王非	12-27
蹭概念确实很热闹，实质怎么样，翻翻多年来的业绩表便一目了然，收入凋零、业绩寒酸，	12-27
过去几年，年底到1月初几乎都是大涨，大家自己去看看	12-27
关注一下	12-27
深圳发布《低空经济标准体系建设指南》金融界2024-12-2617:06观点网讯	12-27
上半年看到好几条关于量化消息	12-27
可以关注，002199，002199，002199，科技热门股，错杀票，连续无辜	12-27
12.25：明日反弹，不多的调仓机会	12-27
控盘太稳了，今天都赚钱了吗？接下来怎么走？不用再猜了，明天这样走！	12-27
作为一个投资者。我不怕量化，不怕融券做空，更不怕亏钱。我真怕一大堆上市公司在这大	12-27
6代机都飞上天了我大A还要继续墨迹盘整下去吗？来吧，一飞冲天！	12-27
这几天无论涨跌成交量都萎缩，完了，这个市场要完了	12-27
来伊份(SH603777)$调整一方面为了洗出老庄，另一方面是错开和电光科技竞争	12-27
按照爷叔的理论～明天应见涨三十个点左右～～～看看见准不准～～～这是大指数～个股见	12-27
今天是圣诞节，先祝福大家圣诞快乐！从上午的市场状态看，今天的市场格局与昨日的行情	12-25
这个奶粉配方科学合理，更适合股民宝宝的体质	12-25
把指数做的真好看，但各股跌的惨不忍赌……	12-25
小米值得长期持有的	12-25
上证今天跌了0.01。个股却跌幅较大。哪位大神解释一下吧？	12-25
低空经济来了吗	12-25
果断离开这吧	12-25
消费者信得过企业，打死也不走，继续消费	12-25
有没有人知道那个炒股软件的条件单可以监控集合竞价的啊	12-25
清仓！清仓！清仓！早割早轻松！别在抱有任何幻想，马上清仓销户！这不是牛市，这是杀	12-25
买房亏，买股亏，剩了35%的本金还是清仓销户存银行吧，起码本金不会少。	12-25
突发！券商接受调查，医药迎来转机？明天A股要上3500点？	12-25
东财数据，我本月收益率为0，打败25%的队友。也就是说，超过75%的股友是赚钱的	12-25
来电光科技	12-25
今天收盘能否突破上周二周三形成的3396双顶？	12-25
继续杀中小盘？黑马提醒，继续看好中小银行股不动摇，大盘将继续震荡上涨！	12-25
加油，我是最棒的	12-25
大盘突破3463预设了4步阶梯，看样子今年春节，散户的股票账户不需要大规模缩水.	12-25
没事找事！好不容易稍微稳点！又来个小作文！好像刷了一下存在感！完成市场打击！这不	12-25
情况不太好！板块跌跑第一个通道，众泰跌破第二个通道了	12-25
一天亏一个月工资	12-25
12月25日收盘记录：910只股票上涨，4400只下跌。国内大资净卖出567亿。	12-25
这几天游戏亏的差点脑出血	12-25
根本没有牛市，只是超跌强反弹罢了，成天忽悠散户！	12-25
我就问一下，如果大A上证指数未来如果再跌回三千点以下，你会觉得你的本金会是多少，	12-25
全体股民注意，四大行疯狂，银行、石油、煤炭等高股息板块集体出现高潮。大盘没有怎么	12-25
指数确实稳住了	12-25
大家说说银行股天天大涨是否属于异动，是否要监管一下	12-25
这行情根本不能做了	12-25
明天红利回调，小股接着跌，指数至少要下跌一百点。	12-25
止跌回稳，股市楼市哪个保得住？	12-25
这指数准吗？股票跌那么多支，指数等于没跌，该不会是散户显示的页面数据和机构的不一	12-25
下跌往往是给你买入的机会，所以不要怕，特别是指数稳着的时候。盘后看看那些跌了可以	12-25
两桶油，四大行市值…直接能顶住4000个股[右哼哼][右哼哼][右哼哼][右哼哼	12-25
这才1亿元左右不构成重大资产重组事项，倒是觉得更象是一颗烟幕弹。$创业板指(SZ	12-25
牛市到哪个阶段了？	12-25
去年年底也是这样，一开始每天四五千家下跌，但是指数纹丝不动，甚至还是红的，然后接	12-25
大中小微合力击穿六零线，花完债后，剑指两千六，所有中小盘对折	12-25
A股：太漂亮了，性价比是跌出来的，明天周四，会不会又上演大反击？几个迹象表明，明天会这样走！	12-25
1、昨天试仓的股今早最低点吸筹，卖了一点，盘中最高涨超10%，还有底仓。（会持续	12-25
指数好稳定啊！我买的票才跌百分之二十	12-25
合适的时候…做对了…才会盈利[右哼哼][右哼哼][右哼哼] 【要看看指数点位，时	12-25
小票不涨起来怎么变成大市值股票？难道只能通过增发股票变成的大市值才叫大市值	12-25
现在就是科创50、寒武纪、中芯、海光、四大银行	12-25
唯有大盘权重股跌，小票才能涨，这点我想明白了，坚决不做接盘侠！我就不信A股大盘能	12-25
过年了，是先杀猪呢还是先杀驴？	12-25
哈哈哈跌0.01外面跌的比它涨1点多还猛，这样走它永远在3千点左右，外面的五家股	12-25
小散们也有点骨气，我就算亏光退出，也不买白马蓝筹！	12-25
真诚的跟你说，科技、小盘、亏损这些股抓紧出来，柚子已经跑路了，有没出净的，还能得	12-25
自选几十只股票，为什么就有3只红的，大盘竟然没有跌？什么原因？	12-25
在银行不跌的情况下，管住手	12-25
大家今天都赚钱了吧	12-25
已满仓满融四大行、五大险，跨年总龙头起飞了，清仓所有伪科技	12-25
自10月8日以来连续杀跌调整的这小部分中小创将会产出“跨年妖”	12-25
被玩的团团转。好久没有尾盘几分钟分仓操作玩那么利索了。生怕哥们直接操盘收了个红盘	12-25
上海贝岭有一波	12-25
还是这里最实在……	12-25
3600进的2年解不了套	12-25
12.25：周四，A股到了最关键的时候	12-25
快买出心脏病来了！！！！	12-25
把我气的吃雪糕降火了	12-25
等个跌停加仓	12-25
大A指数又涨了	12-25
这个走势稳可惜股票不稳郁闷	12-25
真，稳步上扬	12-25
还记得去年春节前股市跌了一个月吗？个股跌了50%以上，大盘跌了30%，记忆犹新，	12-25
证会说不要炒小盘股又为什么要让小盘股上市呢，这是为什么呢	12-25
看着散户账户下杀的吧？什么重仓杀什么？	12-25
跨年妖股：四大银行	12-25
明天黑周四，尾盘开始抄底	12-25
真好看	12-25
主力每天都流出几百亿	12-25
除了银行股。也没跌这么多呀。	12-25
终于承认了一个事实我一直都是一颗韭菜.	12-25
高开低走，低开低走，平开低走	12-25
大盘会涨吗？	12-25
中国股市指数威武，大盘牛比	12-25
银行股可以卖出了	12-25
加油，铁子，你可以的	12-25
大盘涨涨涨呀	12-25
拉银行其实是想上攻的。无奈小盘股不跟	12-25
我这两月基本上是赚几千跌几万，真的要疯了，受不了了	12-25
我的已跌停，根本不怕你如何折腾，让爆风雨来得更猛烈些吧	12-25
钝刀子割肉，更疼。	12-25
指数3400，大批的个股又创历史新低了，90%的个股暴跌不止	12-25
哪个大公司不是小公司成长起来的。真是无语	12-25
还有人说牛市啦？？？	12-25
这上证要是没有几大行，早崩了，深证指数走的比较真实，现在这指数太鸡肋了，个股跌成	12-25
除了银行股，满盘皆绿，比春天还绿！	12-25
都说说，到底是熊来了，还是什么原因？几乎全线高幅下跌，一片哀嚎。	12-25
清仓也不买蓝筹，谁爱买谁买。	12-25
四大行，跨年行，不是一句玩笑话	12-25
明年再看吧，拜了个拜	12-25
看指数没啥个股暴跌	12-25
快到了，一但大小均线汇合，就会爆发一波大行情。基本上都是这样	12-25
4000多只个股为什么一直跌，	12-25
有个好搞笑的问题，你说差股小股消息利空，今天大跌，我能理解，但是你那些所谓的大蓝	12-25
银行股也稳不住了，掉吧	12-25
看看这个才是牛市	12-25
就是不让你上3400点，尴不尴尬？	12-25
过年了，要杀猪了	12-25
这两个月指数看起来还好，但是我一直跌一直跌，一直都是小涨大跌，一直加仓，一直越亏	12-25
这两天才能体现到底谁坏。	12-25
不要想着妙底，来了	12-25
割肉空仓！我服了，现在看什么均线价值都白搭，等着还有一大波的，看到3100	12-25
完蛋了，走了这几天套了28%，好惨啊，	12-25
保险跟证券确实够坏的，先拉高再砸盘引发大盘快速跳水下跌，坏，最近都是这么干他们	12-25
至少跌到一月中旬，走势和去年一摸一样	12-25
赶快跌	12-25
2700时候不慌，现在3400谁不慌	12-25
给个十月一骗进来又亏几千难搞，点会想到中国股市会赚钱想法靠难搞，辛好不是玩好多要	12-25
各种方式让散户跑路，让散户体验赚一点亏很多，心里落差来赶走散户，看空。	12-25
前天丢了一头牛！昨天回来一只鸡！今天又丢了一头牛！这市场太可怕了	12-25
在股市真的太难了	12-25
今天买了点大票。没办法，在小盘股一直跌。只能先出来了。	12-25
炒小炒差的全部判刑敲	12-25
别人涨的都是高科技公司，我们涨银行，奇葩奇葩	12-25
今天没北向资金，所以谁在做空？	12-25
在拉中字头指标股，实际大盘应跌100点以上了！	12-25
这股市杀伤力超强	12-25
我掩护，你们撤退。坏到家了。超过历史	12-25
情绪散了，靠大盘股是守不住指数的	12-25
慢牛，慢牛	12-25
加油割，快过年了	12-25
炒银行却可以	12-25
是该离场的时候了，哪有什么牛，这种牛不要也罢	12-25
指数向上，个股不动，指数向下，个股狂跌，牛市？这怎么玩，都没涨多少这样跌，真的银	12-25
不去他们想让你去的地方就继续拉升，你去了就将万劫不复！	12-25
个人认为明天指数会收腹3400点，不然很多股民会失去玩股票的信心。	12-25
高股息炒高了还叫高股息吗？	12-25
你绿了我的股票才开始涨了，拜托你大绿吧	12-25
从这看出内资狗在砸盘吧	12-25
还差一波急啥，就结束了	12-25
看着上火	12-25
这个市场真的，我不想学技术了	12-25
坚决不买银行票	12-25
关于赛摩中期走势，在10月初和12月初做了推演，昨天收盘价7.97是8.76点位	12-25
不拉银行早到3200点了	12-25
牛市来啦	12-25
下午再不护盘估计又是百股跌停！泥沙俱下！	12-25
昨天可是给我们大涨了涨了1.26呢	12-25
有点看懂了，这是集体四给谁看的。	12-25
可以看清楚收割你的是谁了吗！	12-25
指数这几天还是涨的，你们的个股还好吗？哈哈哈哈哈	12-25
来了，快跑啊	12-25
量化，还有天天拉银行，杀个股，想让人蓝筹接盘，走了，量化自己玩	12-25
真无情啊	12-25
清仓，不玩了	12-25
龙年要走也是得轰轰烈烈的走啊，这样算怎么个事！！！！！！龙洲股份呀！！！！！！	12-25
量化还是牛，各种拉直线游资又不能砸游资只能做多	12-25
大乌龙？没说要退市！A股白跌了？明天稳了！	12-24
每个月上涨的天数和下跌的天数差不多，但感觉上涨那几天是为了下跌那几天作铺垫的，避	12-24
大盘尾盘狂拉，暂时稳住，本年就剩下几个交易日，就看收宫表现了。	12-24
被游资趁财报真空期带了两个月炒差的节奏。上周一出货就不习惯了。还信背锅的量化和监	12-24
